city,state_name,country_name,latitude,longitude,nyc_distance,dc_distance
Finksburg,Maryland,United States,39.4928811,-76.8894232,174.40356955461556,42.43288768614329
Gibsonia,Pennsylvania,United States,40.6300671,-79.9695004,313.3010671301246,196.84620822516348
Mahopac,New York,United States,41.371217,-73.73224142636172,47.637823265495484,244.9524777279689
Lakewood,Ohio,United States,41.4819932,-81.7981908,410.0733434999469,308.78947577812744
Malden,Massachusetts,United States,42.4250964,-71.066163,192.80047136604455,397.42324564735856
Bakersfield,California,United States,35.3738712,-119.0194639,2455.587991376786,2310.08632683082
Shelton,Connecticut,United States,41.31561,-73.14016262885858,61.472099500644006,265.89202583999145
Brownsville,Texas,United States,25.9140256,-97.4890856,1689.6552625322777,1486.7477125237797
Barrington,Illinois,United States,42.1539141,-88.1361888,739.6900447858708,625.5947592159941
Canton,Ohio,United States,40.7985464,-81.3749508,386.59275580776205,265.4706795057284
Montpelier,Vermont,United States,44.260445,-72.575684,255.53414330895055,436.80376440286614
Fayetteville,Arkansas,United States,36.0625843,-94.1574328,1137.0947966716478,959.2585647322542
Bayonne,New Jersey,United States,40.6687141,-74.1143091,6.447934810254362,198.30469811253323
Corvallis,Oregon,United States,44.5645659,-123.2620435,2486.0343734202656,2389.0124223917064
Westwood,Massachusetts,United States,42.2139873,-71.2244987,177.69943674619003,382.37021309119046
Coronado,California,United States,32.6915199,-117.1766947,2434.420460507421,2275.9531692386895
Lafayette,California,United States,37.8857582,-122.1180201,2553.8399849072234,2422.876055753529
Amherst,New Hampshire,United States,42.8642874,-71.6252484,192.77924990199455,394.4000084563097
Lexington,Virginia,United States,37.7840208,-79.4428157,354.65558266587124,151.14244539588051
Elmhurst,Illinois,United States,41.8994745,-87.9403418,728.8860044154708,610.8612012967563
Jefferson,Maryland,United States,39.3620729,-77.5321,208.90652202955684,41.99255677931629
Skillman,New Jersey,United States,40.4201055,-74.7146049,42.40191767577427,162.89094041258014
Alex,Virginia,United States,38.84078795,-77.10787875815156,209.60577724412246,4.941727001423059
Orchard Park,New York,United States,42.7670376,-78.7435517,282.8995555174703,282.07833031812254
Newton Center,Massachusetts,United States,42.3306528,-71.1994989,183.43406305739086,388.07511133174853
Norwood,Massachusetts,United States,42.194543,-71.1994976,177.9988688205671,382.6581922379746
Springfield,Pennsylvania,United States,40.5249235,-75.2875280647195,68.61503829618258,146.48331921478777
Merrifield,Virginia,United States,38.8742611,-77.2266208,213.2041436116494,10.104503624629173
Novato,California,United States,38.1061979,-122.5681191,2571.8103761443053,2442.3342712449085
Birmingham,Michigan,United States,42.5467012,-83.2113192,492.86965058673104,410.5029740657719
Gilbert,Arizona,United States,33.3527632,-111.7890373,2132.115771544763,1968.6211255697826
Malibu,California,United States,34.035591,-118.689423,2474.7668569558577,2323.451636469162
BINGHAMTON,New York,United States,42.096968,-75.914341,137.6761408679047,229.14549004670542
Waban,Massachusetts,United States,42.3273475,-71.2292763,182.0746967260193,386.70526392766664
Fayetteville,New York,United States,43.0297887,-76.0043643,190.24629880901375,290.8170611545455
Apex,North Carolina,United States,35.7325352,-78.8505516,432.8193979829805,239.4199130511171
Wheaton,Illinois,United States,41.8646959,-88.1101709,737.5727830546067,618.6203474810576
Lothian,Maryland,United States,38.8297276,-76.6159457,190.20058627855929,23.24305053184111
Napa,California,United States,38.2971367,-122.2855293,2552.909848976224,2423.9709370093246
Wallingford,Pennsylvania,United States,39.8909454,-75.3629687,91.39557655164214,113.30015129465015
San Carlos,California,United States,37.504936,-122.2618236,2570.272809836693,2437.799133149721
Laytonsville,Maryland,United States,39.2087905,-77.1413425,196.13129319350838,22.71730380726578
Hollywood,Maryland,United States,38.3459143,-76.5717292,213.16625564939844,45.23504842233924
South Pasadena,California,United States,34.1133062,-118.1478291,2444.2141004482464,2292.4806266642213
Rye Brook,New York,United States,41.0192641,-73.6834621,27.072503864370212,230.97829560259473
Palatine,Illinois,United States,42.1105779,-88.0336888,734.2786341264815,619.6757334933333
Easton,Connecticut,United States,41.2528738,-73.2973394,52.560236994739945,256.7786210286679
Allston,Massachusetts,United States,42.3554344,-71.1321271,187.22539741344954,391.874550985222
Chalfont,Pennsylvania,United States,40.29066735,-75.21070232492798,69.81495512545784,137.41961163183902
Chester,New Jersey,United States,40.7842667,-74.6968284,36.586519862880124,180.6253657007212
White Plains,Maryland,United States,38.3717842,-75.5457562,181.22492735067985,88.37780101925742
Denville,New Jersey,United States,40.8922694,-74.4774255,27.649237911705125,194.02079432358315
Portsmouth,Virginia,United States,36.8354258,-76.2982742,294.6761437115445,147.3288297040793
Highlands Ranch,Colorado,United States,39.5538771,-104.9694264,1633.2083091524478,1493.3224573471598
Hanover,New Hampshire,United States,43.703622,-72.288666,224.4402695649921,414.01310415394227
Jackson,New Jersey,United States,39.7765048,-74.8623849,78.88327845049726,131.75396268174245
Southbury,Connecticut,United States,41.4814848,-73.2131693,67.2841383371547,270.14368876387584
Glen Ellyn,Illinois,United States,41.8775293,-88.0670118,735.3709189710136,616.7191577954
Augusta,Georgia,United States,33.4709714,-81.9748429,665.1066083944024,464.1948458032092
Palm Coast,Florida,United States,29.5541432,-81.2207673,870.2240770514211,686.2821259147503
Salem,Massachusetts,United States,42.5195292,-70.8967226,203.6377958986069,408.25850676058025
Upper Saddle River,New Jersey,United States,41.0584299,-74.0984756,24.341382865061952,216.2713501490052
Schaumburg,Illinois,United States,42.0333608,-88.083406,736.5886126109848,620.55462337741
Hartsdale,New York,United States,41.0130875,-73.80848138929805,23.16578641521322,225.62752341886647
Durango,Colorado,United States,37.2713951,-107.8815978,1827.5694018927375,1677.0873012692307
Hummelstown,Pennsylvania,United States,40.2653681,-76.7083033,145.66024428076653,96.58837438939426
Lynn,Massachusetts,United States,42.466763,-70.9494939,199.30347407262997,403.94374227626156
Southlake,Texas,United States,32.9412363,-97.1341783,1384.2258139554813,1196.1529130674514
Howell,New Jersey,United States,40.1659101,-74.1911588,38.97195320470058,175.8469114283527
Dobbs Ferry,New York,United States,41.0110045,-73.8714145428221,21.75668065151044,223.00559739343245
Topeka,Kansas,United States,39.049011,-95.677556,1154.6642499644697,1001.9338819629344
Petaluma,California,United States,38.2325829,-122.636465,2572.3860241054044,2443.549377796815
Park Ridge,Illinois,United States,42.0112329,-87.8406031,724.0395282815531,608.1577306417967
Johnstown,Pennsylvania,United States,40.3267407,-78.9219698,260.1900606664108,141.1368400883214
Mineola,New York,United States,40.7492678,-73.6406845,19.34165508773703,221.73611397614914
Myersville,Maryland,United States,39.5051006,-77.5663774,206.17886867857268,51.027315881491155
Manchester,Connecticut,United States,41.7834017,-72.5231973,106.8771597342773,310.9844949778173
Palmetto Bay,Florida,United States,25.6217715,-80.3247748,1101.7871322484043,934.0096801292298
Windsor,Connecticut,United States,41.8525984,-72.6437022,105.9054783207785,309.1820872995764
Wakefield,Rhode Island,United States,41.437324,-71.5014469,140.01362908254927,341.7615762657401
Leawood,Kansas,United States,38.966673,-94.6169012,1100.2332858552577,945.6062869988829
Troy,New York,United States,40.7402557,-74.0055355,1.8996378324535956,205.84014625084276
Ocala,Florida,United States,29.1871986,-82.1400923,917.8831755065183,729.5825512693357
Jackson,Mississippi,United States,32.2990384,-90.1847691,1068.5783117635951,867.1426327952571
Braintree,Massachusetts,United States,42.2064195,-71.005067,186.78866766439137,391.3706379822904
Newburyport,Massachusetts,United States,42.8125913,-70.8772751,217.0854032418262,421.1879723234781
Plainfield,New Jersey,United States,40.6337136,-74.4073737,21.779427384394246,184.75232061328973
Bloomington,Illinois,United States,40.4731073,-88.9941403,787.5845441418087,646.0099263651147
Canton,Massachusetts,United States,42.1584324,-71.1447732,178.96445359019395,383.5712856424896
Abingdon,Maryland,United States,39.4623305,-76.2791236,148.15756598130216,56.86559555428375
Wake Forest,North Carolina,United States,35.9803138,-78.5103731,407.7994207557218,216.26832754055454
Lansing,Michigan,United States,42.7337712,-84.5553805,562.5672192999426,474.7005037981138
Melrose,Massachusetts,United States,42.4564323,-71.064182,194.1847914782708,398.77644770162783
Deland,Florida,United States,29.0283213,-81.3031098,905.0363809382025,722.1492235973406
Louisville,Colorado,United States,39.977763,-105.1319296,1635.380882200646,1498.4918017646564
Sewell,New Jersey,United States,39.7665029,-75.1443435,88.79622546309875,118.23870452160624
East Setauket,New York,United States,40.9418427,-73.1058559,49.76022944861121,252.43766339288638
Westlake,Ohio,United States,41.4553232,-81.9179174,416.1179897019671,312.9693654994206
Claremont,California,United States,34.0966764,-117.7197785,2422.249532449508,2269.8787013250108
Rochester,Minnesota,United States,44.0234387,-92.4630182,969.6753098599885,873.8108021068812
Verona,New Jersey,United States,40.829822,-74.2401466,14.701733957664256,200.21103516344115
Delaplane,Virginia,United States,38.9152937,-77.9203579,242.3494542570311,47.47749442194069
Aurora,Illinois,United States,41.7571701,-88.3147539,747.9886776862966,626.8698839818478
Edgewater,New Jersey,United States,40.8270448,-73.975694,8.046970342558856,210.7524362186751
Roslindale,Massachusetts,United States,42.2912093,-71.1244966,184.95520968952974,389.6279064920812
Elizabeth,New Jersey,United States,40.6639916,-74.2107006,11.264710621818425,194.1006770785187
Exeter,New Hampshire,United States,42.981477,-70.9478343,222.2813259496783,425.6855996374157
Ormond Beach,Florida,United States,29.2854132,-81.0557921,882.6619727959696,700.6338445329482
West Roxbury,Massachusetts,United States,42.2792649,-71.1494972,183.43291579341525,388.10556063268825
Brunswick,Maine,United States,43.905599,-69.97599148047537,301.9043667106721,504.2202954501885
Webster,New York,United States,43.2362833,-77.45250461409051,248.63506028700314,300.75755487817503
Camarillo,California,United States,34.2176371,-119.0383541,2487.9344229077715,2337.7947269567244
Stephens City,Virginia,United States,39.0834398,-78.2180567,250.42970978968376,64.81613835809382
Valencia,California,United States,34.413819,-118.5610378,2457.501484049194,2307.505055941461
Warminster,Pennsylvania,United States,40.20454075,-75.10336152738029,67.63369206348315,137.6054239613986
Edmond,Oklahoma,United States,35.6571367,-97.4649038,1319.3643108612719,1144.9148727216157
Cranbury,New Jersey,United States,40.3099385,-74.51772241230152,38.7119370751425,166.5178975818615
Arvada,Colorado,United States,39.8005505,-105.0811573,1635.3131447237847,1497.1811306639015
Ossining,New York,United States,41.1609095,-73.87816187585699,31.642123864654835,229.5298316986019
Rutherford,New Jersey,United States,40.826489,-74.1068091,9.464669085058786,205.38820571391426
Denton,Texas,United States,33.1838787,-97.1413417,1376.4552229963112,1189.3599540611278
Evansville,Indiana,United States,37.9747645,-87.5558483,749.118964611497,573.6765346293178
Cresskill,New Jersey,United States,40.9414874,-73.9593041,15.9739716018355,216.40186450463628
Glen Mills,Pennsylvania,United States,39.919698,-75.4904323,95.60414617803,109.24166532206928
Dickerson,Maryland,United States,39.220104,-77.424153,208.62135328023044,30.790114304084767
Wellesley Hills,Massachusetts,United States,42.3081168,-71.2780745,179.2787183365303,383.9024729109009
Southborough,Massachusetts,United States,42.3056501,-71.5245087,169.26542124037726,373.66909731145086
Bedford,New York,United States,41.2041304,-73.642509,38.877142979587525,240.73452014800324
Cumberland,Maryland,United States,39.6526498,-78.762383,262.07679056082094,106.31176692289972
Woodside,New York,United States,40.7127281,-74.0060152,0.0,204.67279260883512
Hampstead,Maryland,United States,39.6046795,-76.8499869,168.84101334533818,50.40985527655424
Nyack,New York,United States,41.091121,-73.9196794,26.499195935306556,224.70561358122646
Maitland,Florida,United States,28.6274723,-81.3656392,931.667130561449,749.5378882685825
Roseland,New Jersey,United States,40.8206555,-74.2937595,16.83299661782541,197.68182509360045
Metuchen,New Jersey,United States,40.5431598,-74.3632049,22.125079377255883,182.6473479861969
Drexel Hill,Pennsylvania,United States,39.9470567,-75.2921301,86.0400349386511,118.63872141286454
Linwood,New Jersey,United States,39.3398404,-74.5751484,99.41437858774385,136.06696010124088
Cumming,Georgia,United States,34.2073196,-84.1401926,714.4478411110672,509.8468337261087
Glen Ridge,New Jersey,United States,40.805378,-74.2037566,12.186827429119804,200.55780916175038
Waterbury,Connecticut,United States,41.5538091,-73.0438362,76.7374704183194,280.08150542227423
Harwood,Maryland,United States,39.3209865,-76.6112575,168.27384842216458,37.672443866439224
Glen Echo,Maryland,United States,38.9692998,-77.1426965,205.6400154693324,7.82009922427177
Staunton,Virginia,United States,38.1495947,-79.072557,323.54355565426977,121.36740928673358
West Newton,Massachusetts,United States,42.3500967,-71.2328332,182.8746226377793,387.48101358977715
Boonsboro,Maryland,United States,39.5061332,-77.652425,210.32602788646912,53.77802689328989
Falmouth,Maine,United States,43.74652205,-70.27429514196595,283.6408749856569,485.76560491879025
Middletown,New York,United States,40.8397222,-73.8316667,12.66612646557573,217.2528782098612
Chester Springs,Pennsylvania,United States,40.0951038,-75.6168681,95.05378687295627,112.73784108999214
Agoura Hills,California,United States,34.14791,-118.7657042,2475.6091563343534,2324.834366578216
Redding,Connecticut,United States,41.3025956,-73.3834532,52.11397807833431,255.43919792631752
Port Saint Lucie,Florida,United States,27.2939333,-80.3503283,993.2647652509918,821.6470262963653
Columbus,Georgia,United States,32.4610708,-84.9880449,833.39642421879,629.0078522327779
Swarthmore,Pennsylvania,United States,39.9020565,-75.3499124,90.37471938623581,114.31594728520965
Brockton,Massachusetts,United States,42.0834335,-71.0183787,181.77860659489227,386.13927841095983
Montville,New Jersey,United States,40.9148209,-74.383763,24.22097070604951,198.62033530772402
Walpole,Massachusetts,United States,42.1417653,-71.2494985,173.83667590982458,378.4779857272793
Bensalem,Pennsylvania,United States,40.10276155,-74.9321395088034,64.47725712162367,140.37085276646664
West New York,New Jersey,United States,40.7856117,-74.0093129,5.032140831613999,207.59845878301337
Richboro,Pennsylvania,United States,40.229682,-74.99948892280199,62.05974635986745,142.92339035953665
Brattleboro,Vermont,United States,42.8509152,-72.5578678,165.43799910132063,360.253339184644
Charlestown,Massachusetts,United States,42.3778749,-71.0619957,191.03769893074218,395.69552768154006
Saint Michaels,Maryland,United States,38.7865839,-76.2244098,177.79461904691854,44.57401008692011
Bothell,Washington,United States,47.7598697,-122.2068288,2401.153647733689,2321.5824295361767
Dedham,Massachusetts,United States,42.2489143,-71.1755732,181.136031710647,385.8082491370876
Duluth,Minnesota,United States,46.7729322,-92.1251218,995.6728318885332,937.3576433945159
Brookfield,Connecticut,United States,41.4825947,-73.4095652,61.57735230340776,262.50030130725986
Garland,Texas,United States,32.912624,-96.6388833,1360.166223965486,1171.1303043519529
Bernardsville,New Jersey,United States,40.7186805,-74.5692273,29.573220453178035,182.25367550041267
Harrison,New York,United States,41.0195135,-73.71116374834502,26.2052350343039,229.85665631294833
Moraga,California,United States,37.834897,-122.12883,2555.589486638416,2424.41254156272
South Windsor,Connecticut,United States,41.8489872,-72.5717551,108.26941214081162,311.8798623006717
Spring Valley,New York,United States,40.7127281,-74.0060152,0.0,204.67279260883512
College Station,Texas,United States,30.5955289,-96.3071042,1429.6580005045223,1232.8368653111822
Wakefield,Massachusetts,United States,42.506484,-71.0728306,195.95049783394774,400.4676797161082
San Clemente,California,United States,33.4270275,-117.6124179,2435.6622518496456,2280.548312150713
Devon,Pennsylvania,United States,40.0492751,-75.4290819,87.94026787603642,117.58563686044528
Macon,Georgia,United States,32.8406946,-83.6324022,760.4934588285092,557.1229171796359
Allison Park,Pennsylvania,United States,40.5584013,-79.9581094,312.9993989119342,193.44683360271455
Gloucester,Massachusetts,United States,42.6159286,-70.6619888,217.22632173537895,421.86971422924256
Berkeley Heights,New Jersey,United States,40.6834349,-74.442653,23.019799763787205,185.56438490029026
North Palm Beach,Florida,United States,26.8237944,-80.05592659756701,1017.9342806922679,849.5938241656838
Halethorpe,Maryland,United States,39.2398292,-76.6802471,174.5587609054068,30.986258674316538
Keene,New Hampshire,United States,42.933597,-72.2784264,177.32238697347424,374.07239094748803
Holliston,Massachusetts,United States,42.2000966,-71.4245049,168.8008601375434,373.4480026095652
Washington,Virginia,United States,38.713452,-78.159444,260.7242219855191,61.6174649472093
Las Cruces,New Mexico,United States,32.3140354,-106.7798078,1901.1821930906624,1726.255851422719
East Amherst,New York,United States,43.0183913,-78.696697,289.54932176135503,297.81434174147574
St. Petersburg,Florida,United States,27.7703796,-82.6695085,1019.3612038775085,832.1285743939796
Holland,Pennsylvania,United States,40.1728871,-74.9926688,63.974599523706715,140.73728123738846
Alamo,California,United States,37.8560145,-121.99359432055684,2548.139175344029,2416.9017477981656
Chadds Ford,Pennsylvania,United States,39.872027,-75.5914213,101.88468198011333,103.02309459102604
Lake Mary,Florida,United States,28.756618000000003,-81.33888382214167,922.9099780673987,740.5831158950004
Sunrise,Florida,United States,26.1666888,-80.2787573,1065.2195864119394,896.653516133151
St Petersburg,Florida,United States,27.7703796,-82.6695085,1019.3612038775085,832.1285743939796
San Anselmo,California,United States,37.9744323,-122.5615032,2574.547196297394,2444.4793929438342
Yorktown,Virginia,United States,37.2378875,-76.5080633,274.9349535553225,117.52010098722491
Cape Elizabeth,Maine,United States,43.563974,-70.200577,277.3208635173666,480.3716070290429
Saddle River,New Jersey,United States,41.0317637,-74.1020866,22.58259926647277,214.8853959919034
Huntersville,North Carolina,United States,35.4108278,-80.8429304,521.8916063180571,318.67484788886446
Dayton,Maryland,United States,39.2392725,-76.9866438,188.0391104183433,24.329509131666867
Cedar Rapids,Iowa,United States,41.9758872,-91.6704053,921.1340068225659,799.1046134807299
New Albany,Ohio,United States,40.0811745,-82.8087864,466.2118824333667,319.08758041542393
Wethersfield,Connecticut,United States,41.7142665,-72.6525922,98.74385247246023,302.7808875151827
Hewlett,New York,United States,40.641309500000006,-73.69284205012906,17.174294110436197,215.32632875015605
Southfield,Michigan,United States,42.4733689,-83.2218731,492.3902689110782,407.99783332011236
Oyster Bay,New York,United States,40.7501803,-73.49347959265361,27.027196789366194,228.19977271473
Westlake Village,California,United States,34.1460234,-118.8061794,2477.781457839258,2327.053082412356
Cohasset,Massachusetts,United States,42.2419023,-70.8044436,196.81957163200144,401.30767028534757
Phoenix,Maryland,United States,39.5163872,-76.6177815,161.09249276844852,48.854328032513294
Downers Grove,Illinois,United States,41.7936822,-88.0102281,732.3013738004009,612.3338505257586
Florham Park,New Jersey,United States,40.787878,-74.3882072,20.71540814560021,192.4814153139403
Piedmont,California,United States,37.8243715,-122.231635,2561.1234465890584,2430.017218523792
Everett,Washington,United States,47.9673056,-122.2013998,2399.306359581392,2320.94779688338
Youngstown,Ohio,United States,41.1035786,-80.6520161,348.887471088457,245.06777468902973
Cumberland,Rhode Island,United States,41.9667656,-71.4328363,159.3619881524621,363.8936934241752
Hermosa Beach,California,United States,33.86428,-118.39591,2464.2279576929013,2311.8542937231637
New Milford,Connecticut,United States,41.5770993,-73.4105803,67.25016198807852,266.85156083060997
Evergreen,Colorado,United States,39.6361637,-105.32145797867402,1650.272959949252,1511.2539281140062
San Luis Obispo,California,United States,35.3540209,-120.3757163,2526.8510789947654,2382.9951545131407
New Castle,Delaware,United States,39.6620572,-75.5663132,109.86921036294962,95.33152690076298
Skaneateles,New York,United States,42.947011,-76.4291017,198.52893907876094,281.8364056506702
Ballwin,Missouri,United States,38.5936028,-90.5385549,892.3124693909107,728.8377919355405
High Point,North Carolina,United States,35.9556924,-80.0053176,462.24944871040486,259.8129489615376
Glen Cove,New York,United States,40.862755,-73.6336094,22.105310705132712,226.53767943244569
Marriottsville,Maryland,United States,39.3501959,-76.8993808,179.94505589427183,32.69796686622495
Murfreesboro,Tennessee,United States,35.845999,-86.3920452,751.4664440115284,555.5308057646414
Croton on Hudson,New York,United States,41.2083836,-73.8901688,34.73550480408517,231.27636895543623
Pittsfield,Massachusetts,United States,42.451302,-73.260018,126.0551576494387,315.93536700837285
Liverpool,New York,United States,43.106456,-76.217705,200.71628897570213,294.1792812896283
Urbana,Illinois,United States,40.1117174,-88.207301,749.3167465538907,602.3555168220978
Holly Springs,North Carolina,United States,35.6512655,-78.8336218,436.80925011725515,244.16752774419842
Old Bridge,New Jersey,United States,40.399178000000006,-74.3409035740521,27.905235536940022,177.69440901643068
Knoxville,Maryland,United States,39.3270456,-77.6641576,216.296623561031,45.13901075952362
McKinney,Texas,United States,33.1976496,-96.6154471,1349.330905147866,1161.3776493219177
Del Mar,California,United States,32.9594891,-117.2653146,2431.108623406934,2273.7558827975945
Collingswood,New Jersey,United States,39.9181686,-75.071284,78.55513704061597,127.05416269876555
Renton,Washington,United States,47.4799078,-122.2034496,2403.268699325746,2322.0646288724856
Suffolk,Virginia,United States,36.7282096,-76.5835703,308.0862194555863,151.10807233567309
Shelburne,Vermont,United States,44.3783486,-73.2276183,256.1134286241152,427.0523037277408
Libertyville,Illinois,United States,42.2830786,-87.9531303,730.8459903581723,619.4154052050013
Greenville,North Carolina,United States,35.612661,-77.3663538,396.427737312201,226.6584919184888
Redlands,California,United States,34.055735,-117.1888961,2395.567044722732,2242.3229259870923
Highland Park,New Jersey,United States,40.4959379,-74.4243178,26.60275569897669,178.10836117534294
Atlantic City,New Jersey,United States,39.3642852,-74.4229351,95.6254921295154,144.3914166152551
Kennesaw,Georgia,United States,34.0234337,-84.6154897,743.2319808752101,538.7249912044387
Fair Haven,New Jersey,United States,40.3606653,-74.0381947,24.351378390899132,189.60710870240092
Charlestown,New Hampshire,United States,43.2387,-72.424622,192.41139491680087,384.83605552665995
Nutley,New Jersey,United States,40.8223223,-74.1598663,11.060566639795676,203.06977112163287
Simi Valley,California,United States,34.2677404,-118.7538071,2471.6414933219994,2321.3216925032925
Hopkins,Minnesota,United States,44.9271194,-93.4074945,1025.0452540772026,938.758929273665
Flagstaff,Arizona,United States,35.1816047,-111.6165953319917,2072.9537979009815,1916.9714349379383
Bethany Beach,Delaware,United States,38.5379676,-75.0588646,160.20105289697904,109.77877155050096
Mansfield,Massachusetts,United States,42.0334326,-71.2189405,171.1506911227396,375.61191923699886
Solomons,Maryland,United States,38.334633,-76.46301227980985,210.0944201831879,49.377712686923154
Scarborough,Maine,United States,43.596226349999995,-70.33005567890447,274.2552819114863,476.8508026999985
Bristol,Rhode Island,United States,41.6770463,-71.2661597,157.54708119218702,360.55960698817876
Kingston,New York,United States,41.9287812,-74.0023702,83.91950155735837,263.89299497354205
Lubbock,Texas,United States,33.5635206,-101.879336,1607.9578205355504,1430.4127640673144
Paterson,New Jersey,United States,40.9167654,-74.171811,16.546144602822,206.86138369744876
Suwanee,Georgia,United States,34.0514898,-84.0712997,718.746238602267,514.0815268437999
Concord,California,United States,37.9768525,-122.0335624,2547.3713056800048,2416.716524217997
Plymouth Meeting,Pennsylvania,United States,40.102332,-75.2743467,79.0497491534425,126.14514493489392
Largo,Florida,United States,27.9094665,-82.7873244,1014.0978949582982,825.9215199229086
Beaufort,South Carolina,United States,32.4315813,-80.6698286,680.2438565141597,489.68386031431527
Merion Station,Pennsylvania,United States,39.9975379,-75.2516078,82.20575307674177,122.47152652958017
Amissville,Virginia,United States,38.6715081,-77.9955519,254.99799775589733,53.722308571920394
Pinecrest,Florida,United States,25.6670476,-80.3081074,1098.5017865549203,930.751703774997
Montvale,New Jersey,United States,41.0467635,-74.0229173,23.066856388423766,218.64436134886847
Fall Church,Virginia,United States,37.949503,-76.697503,238.9904295811492,67.42057554728287
Broadlands,Virginia,United States,39.0232515,-77.513323,219.86699778017885,27.113267432462756
Lutz,Florida,United States,28.1511243,-82.4614831,990.2245497663451,803.0737721309101
Tustin,California,United States,33.7458511,-117.826166,2437.7267087661503,2284.1276058942817
Marlborough,Massachusetts,United States,42.3459271,-71.5522874,169.97266873025396,374.2338034671849
Levittown,Pennsylvania,United States,40.15741745,-74.83222448201808,58.01323656861244,146.8684324550192
Bay Shore,New York,United States,40.742924,-73.25731042134166,39.357312513751324,238.42766128303137
Elmira,New York,United States,42.0897965,-76.8077338,173.83700992644336,221.18852492421357
Harleysville,Pennsylvania,United States,40.2795476,-75.3871206,78.6495925900511,130.3362845159214
Bloomfield,Connecticut,United States,41.826488,-72.7300945,101.58728096651838,304.6112005663278
Provo,Utah,United States,40.2338438,-111.6585337,1968.8980989341896,1839.1659634096352
Corona,California,United States,33.8752945,-117.5664449,2420.436630228998,2266.9907072308843
Weymouth,Massachusetts,United States,42.2212188,-70.9391625,190.1922960442765,394.7508358846699
Berkeley Springs,West Virginia,United States,39.6267975,-78.2279514,235.6617667318286,81.53410069902976
Powell,Ohio,United States,40.1578403,-83.0751869,479.4672511295661,334.0325211304802
Ashland,Oregon,United States,42.1972487,-122.7153995,2496.1253208937374,2386.3164681632506
Des Plaines,Illinois,United States,42.0415823,-87.8873916,726.5378913992099,611.0772275024667
Hendersonville,North Carolina,United States,35.3187279,-82.4609528,592.1551034223868,387.5080353328955
New Windsor,Maryland,United States,39.5420455,-77.1080376,183.0570845588646,45.19284516984683
Ft Washington,Maryland,United States,38.71108155,-77.03468414657245,212.37319030096992,12.280368168645024
Prospect,Kentucky,United States,38.3459615,-85.60460479093771,640.2466309606111,464.80951982740896
Brunswick,Maryland,United States,39.3131621,-77.6281858,215.03267903360194,43.067825363439994
Escondido,California,United States,33.1216751,-117.0814849,2416.6884100000198,2259.6903203330126
Essex Junction,Vermont,United States,44.490628,-73.111267,264.7260160945708,436.6220528047062
Albany,California,United States,37.88687,-122.2977475,2563.0522412633554,2432.2976318472574
Bay Village,Ohio,United States,41.4849875,-81.920832,416.43282924946385,314.21119692446763
Chesterfield,Virginia,United States,36.8437589,-76.2599395,293.287928984234,147.36871212097088
Ocean,New Jersey,United States,39.977818,-74.3319287,53.546748144351895,163.18463765778088
Hatboro,Pennsylvania,United States,40.1746252,-75.106825,68.89091420034218,136.12967727889924
Hillsboro,Oregon,United States,45.5228939,-122.989827,2460.466321095715,2368.5027726791836
Fort Mill,South Carolina,United States,35.0073697,-80.9450759,546.25907584354,343.9526812992004
Matawan,New Jersey,United States,40.41483,-74.2295891,23.68387916943173,183.14062752461842
Edmonds,Washington,United States,47.8105738,-122.3774952,2408.6477467073028,2329.421008446568
Hastings On Hudson,New York,United States,40.9946622,-73.8785922,20.568239454650545,221.9941329833145
Broad Run,Virginia,United States,38.7458387,-77.5725417,233.43950680992583,30.380643759502828
Centreville,Maryland,United States,39.0420588,-76.0674344,159.02689714461184,53.43727945575308
Allen,Texas,United States,33.1031744,-96.6705503,1355.2946379832947,1167.0589138632447
Fort George G Meade,Maryland,United States,39.10476315,-76.74727876081069,183.07007964794045,21.678916427009895
Gladwyne,Pennsylvania,United States,40.0397304,-75.2791788,81.66789893172357,123.1567512714638
Ocean City,New Jersey,United States,39.2776156,-74.5746001,103.507995219711,135.23679516307843
Hempstead,New York,United States,40.7063185,-73.618684,20.342787092722862,221.04423223963673
East Orange,New Jersey,United States,40.767323,-74.2048677,11.095673003509706,198.82399608354464
Hayward,California,United States,37.6688205,-122.080796,2557.0403639360857,2425.0755603455837
Oxford,Ohio,United States,39.5103048,-84.7420519,574.3841858677594,415.48819883639186
Altadena,California,United States,34.1863161,-118.1352329,2441.5149915918905,2290.052456858115
Oradell,New Jersey,United States,40.9543943,-74.0308504,16.72658361370495,214.1231068128477
Haverhill,Massachusetts,United States,42.7777829,-71.0767724,207.9018421902656,411.7395732163721
Triangle,Virginia,United States,38.5467876,-77.3366491,232.1268422264107,28.532401552250466
Old Westbury,New York,United States,40.7887113,-73.5995717,21.96334635383736,225.05308507023673
Lafayette,Louisiana,United States,30.2240897,-92.0198427,1242.9253491921609,1040.0909994834708
Ewing,New Jersey,United States,40.2688105,-74.8006895,51.871740185158785,152.81193965557387
Nottingham,Maryland,United States,39.3639964,-76.4521842,159.63724827024757,45.51378466770625
Warwick,New York,United States,41.256483,-74.3598755,41.83646570822029,216.4551136502674
Monroe,Connecticut,United States,41.3325962,-73.2073358,59.764757545496394,263.86538886182467
Burlington,Massachusetts,United States,42.5048167,-71.1956111,190.99141614488533,395.38175217589674
North Haven,Connecticut,United States,41.3909305,-72.859545,76.0054773593685,280.66092894586853
